candidate_layer,decoder_layer,semantic_identity,TensorRT_layer,ONNX_identity,NVTX_range,kernel_name,kernel_family,correlation_id,duration_ns,warmup_or_steady,runtime_boundary,confidence,source_artifact
P6A_034,16,Attention_x_V,/MatMul_33_myl0_418,/MatMul_33,/MatMul_33,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17789,27168,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_036,17,Attention_x_V,/MatMul_35_myl0_443,/MatMul_35,/MatMul_35,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17818,25920,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_038,18,Attention_x_V,/MatMul_37_myl0_468,/MatMul_37,/MatMul_37,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17847,27424,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_040,19,Attention_x_V,/MatMul_39_myl0_493,/MatMul_39,/MatMul_39,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17876,27552,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_042,20,Attention_x_V,/MatMul_41_myl0_518,/MatMul_41,/MatMul_41,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17905,26752,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_044,21,Attention_x_V,/MatMul_43_myl0_543,/MatMul_43,/MatMul_43,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17934,30208,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_046,22,Attention_x_V,/MatMul_45_myl0_568,/MatMul_45,/MatMul_45,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17963,40768,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_048,23,Attention_x_V,/MatMul_47_myl0_593,/MatMul_47,/MatMul_47,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17992,40800,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_050,24,Attention_x_V,/MatMul_49_myl0_618,/MatMul_49,/MatMul_49,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,18021,41024,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_052,25,Attention_x_V,/MatMul_51_myl0_643,/MatMul_51,/MatMul_51,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,18050,39872,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_054,26,Attention_x_V,/MatMul_53_myl0_668,/MatMul_53,/MatMul_53,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,18079,40928,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_056,27,Attention_x_V,/MatMul_55_myl0_693,/MatMul_55,/MatMul_55,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,18108,40032,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
