engine,layer_index,operator,operator_kind,matrix_m,matrix_n,matrix_k,precision,tactic,input_shapes,output_shapes,onnx_layers,mapping_evidence
mixed_prefill,46,L1:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,1x-1x1024,/o_proj_1/MatMul;/o_proj_1/MatMul__a_dequant;/o_proj_1/MatMul__a_quant;/o_proj_1/MatMul__w_dequant;/Add_6,ENGINE_INSPECTOR_METADATA
mixed_prefill,48,L1:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_256x64_ldg8_tn_v1,1x-1x1024;1x1024x3072;1;1,1x-1x3072,/up_proj_1/MatMul,ENGINE_INSPECTOR_METADATA
mixed_prefill,49,L1:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,1x-1x3072,/gate_proj_1/MatMul;/gate_proj_1/MatMul__a_dequant;/gate_proj_1/MatMul__a_quant;/gate_proj_1/MatMul__w_dequant;/Mul_17;/Mul_18;/Sigmoid_1,ENGINE_INSPECTOR_METADATA
mixed_prefill,50,L1:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,1x-1x1024,/down_proj_1/MatMul;/Add_7,ENGINE_INSPECTOR_METADATA
mixed_prefill,52,L2:v_proj,LINEAR,8,4096,1024,FP16,ampere_h16816gemm_256x64_ldg8_tn_v1,1x-1x1024;1x1024x4096;1;1,1x-1x4096,/v_proj_2/MatMul;/k_proj_2/MatMul;/q_proj_2/MatMul,ENGINE_INSPECTOR_METADATA
mixed_prefill,65,L2:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0x60fab5add8bb246f4c8714685e81d651,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1;1,16x-1x128,/o_proj_2/MatMul__a_quant;/MatMul_5;/Softmax_2;/Where_8;/Mul_25;/MatMul_4,ENGINE_INSPECTOR_METADATA
mixed_prefill,67,L2:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,1x-1x1024,/o_proj_2/MatMul;/o_proj_2/MatMul__a_dequant;/o_proj_2/MatMul__a_quant;/o_proj_2/MatMul__w_dequant;/Add_10,ENGINE_INSPECTOR_METADATA
mixed_prefill,69,L2:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_256x64_ldg8_tn_v1,1x-1x1024;1x1024x3072;1;1,1x-1x3072,/up_proj_2/MatMul,ENGINE_INSPECTOR_METADATA
mixed_prefill,70,L2:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,1x-1x3072,/gate_proj_2/MatMul;/gate_proj_2/MatMul__a_dequant;/gate_proj_2/MatMul__a_quant;/gate_proj_2/MatMul__w_dequant;/Mul_26;/Mul_27;/Sigmoid_2,ENGINE_INSPECTOR_METADATA
mixed_prefill,71,L2:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,1x-1x1024,/down_proj_2/MatMul;/Add_11,ENGINE_INSPECTOR_METADATA
mixed_prefill,75,L3:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/v_proj_3/MatMul;/v_proj_3/MatMul__a_dequant;/v_proj_3/MatMul__a_quant;/v_proj_3/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,79,L3:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/k_proj_3/MatMul;/k_proj_3/MatMul__a_dequant;/k_proj_3/MatMul__a_quant;/k_proj_3/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,83,L3:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x2048,1x-1x2048,/q_proj_3/MatMul;/q_proj_3/MatMul__a_dequant;/q_proj_3/MatMul__a_quant;/q_proj_3/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,88,L3:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0xf766752c8950edccd27d326ac8c5c5d0,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1;1,16x-1x128,/o_proj_3/MatMul__a_quant;/MatMul_7;/Mul_34;/Softmax_3;/MatMul_6;/Where_11,ENGINE_INSPECTOR_METADATA
mixed_prefill,90,L3:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,1x-1x1024,/o_proj_3/MatMul;/o_proj_3/MatMul__a_dequant;/o_proj_3/MatMul__a_quant;/o_proj_3/MatMul__w_dequant;/Add_14,ENGINE_INSPECTOR_METADATA
mixed_prefill,92,L3:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1x-1x1024;1x1024x3072;1;1,1x-1x3072,/up_proj_3/MatMul,ENGINE_INSPECTOR_METADATA
mixed_prefill,93,L3:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,1x-1x3072,/gate_proj_3/MatMul;/gate_proj_3/MatMul__a_dequant;/gate_proj_3/MatMul__a_quant;/gate_proj_3/MatMul__w_dequant;/Mul_35;/Mul_36;/Sigmoid_3,ENGINE_INSPECTOR_METADATA
mixed_prefill,94,L3:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,1x-1x1024,/down_proj_3/MatMul;/Add_15,ENGINE_INSPECTOR_METADATA
mixed_prefill,98,L4:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/v_proj_4/MatMul;/v_proj_4/MatMul__a_dequant;/v_proj_4/MatMul__a_quant;/v_proj_4/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,102,L4:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/k_proj_4/MatMul;/k_proj_4/MatMul__a_dequant;/k_proj_4/MatMul__a_quant;/k_proj_4/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,106,L4:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x2048,1x-1x2048,/q_proj_4/MatMul;/q_proj_4/MatMul__a_dequant;/q_proj_4/MatMul__a_quant;/q_proj_4/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,111,L4:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0xccf3a8474acc5fc16b0ad4e1c69800bb,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1;1,16x-1x128,/o_proj_4/MatMul__a_quant;/MatMul_9;/Softmax_4;/Where_14;/MatMul_8;/Mul_43,ENGINE_INSPECTOR_METADATA
mixed_prefill,113,L4:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,1x-1x1024,/o_proj_4/MatMul;/o_proj_4/MatMul__a_dequant;/o_proj_4/MatMul__a_quant;/o_proj_4/MatMul__w_dequant;/Add_18,ENGINE_INSPECTOR_METADATA
mixed_prefill,115,L4:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1x-1x1024;1x1024x3072;1;1,1x-1x3072,/up_proj_4/MatMul,ENGINE_INSPECTOR_METADATA
mixed_prefill,116,L4:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,1x-1x3072,/gate_proj_4/MatMul;/gate_proj_4/MatMul__a_dequant;/gate_proj_4/MatMul__a_quant;/gate_proj_4/MatMul__w_dequant;/Mul_44;/Mul_45;/Sigmoid_4,ENGINE_INSPECTOR_METADATA
mixed_prefill,117,L4:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,1x-1x1024,/down_proj_4/MatMul;/Add_19,ENGINE_INSPECTOR_METADATA
mixed_prefill,121,L5:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/v_proj_5/MatMul;/v_proj_5/MatMul__a_dequant;/v_proj_5/MatMul__a_quant;/v_proj_5/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,125,L5:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/k_proj_5/MatMul;/k_proj_5/MatMul__a_dequant;/k_proj_5/MatMul__a_quant;/k_proj_5/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,129,L5:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x2048,1x-1x2048,/q_proj_5/MatMul;/q_proj_5/MatMul__a_dequant;/q_proj_5/MatMul__a_quant;/q_proj_5/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,134,L5:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0x122877a3036390a4bf8dcfb1427b867b,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1;1,16x-1x128,/o_proj_5/MatMul__a_quant;/MatMul_11;/Softmax_5;/Where_17;/Mul_52;/MatMul_10,ENGINE_INSPECTOR_METADATA
mixed_prefill,136,L5:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,1x-1x1024,/o_proj_5/MatMul;/o_proj_5/MatMul__a_dequant;/o_proj_5/MatMul__a_quant;/o_proj_5/MatMul__w_dequant;/Add_22,ENGINE_INSPECTOR_METADATA
mixed_prefill,138,L5:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1x-1x1024;1x1024x3072;1;1,1x-1x3072,/up_proj_5/MatMul,ENGINE_INSPECTOR_METADATA
mixed_prefill,139,L5:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,1x-1x3072,/gate_proj_5/MatMul;/gate_proj_5/MatMul__a_dequant;/gate_proj_5/MatMul__a_quant;/gate_proj_5/MatMul__w_dequant;/Mul_53;/Mul_54;/Sigmoid_5,ENGINE_INSPECTOR_METADATA
mixed_prefill,140,L5:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,1x-1x1024,/down_proj_5/MatMul;/Add_23,ENGINE_INSPECTOR_METADATA
mixed_prefill,144,L6:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/v_proj_6/MatMul;/v_proj_6/MatMul__a_dequant;/v_proj_6/MatMul__a_quant;/v_proj_6/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,148,L6:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/k_proj_6/MatMul;/k_proj_6/MatMul__a_dequant;/k_proj_6/MatMul__a_quant;/k_proj_6/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,152,L6:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x2048,1x-1x2048,/q_proj_6/MatMul;/q_proj_6/MatMul__a_dequant;/q_proj_6/MatMul__a_quant;/q_proj_6/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,157,L6:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0x122877a3036390a4bf8dcfb1427b867b,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1;1,16x-1x128,/o_proj_6/MatMul__a_quant;/MatMul_13;/Softmax_6;/Mul_61;/MatMul_12;/Where_20,ENGINE_INSPECTOR_METADATA
mixed_prefill,159,L6:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,1x-1x1024,/o_proj_6/MatMul;/o_proj_6/MatMul__a_dequant;/o_proj_6/MatMul__a_quant;/o_proj_6/MatMul__w_dequant;/Add_26,ENGINE_INSPECTOR_METADATA
mixed_prefill,161,L6:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1x-1x1024;1x1024x3072;1;1,1x-1x3072,/up_proj_6/MatMul,ENGINE_INSPECTOR_METADATA
mixed_prefill,162,L6:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,1x-1x3072,/gate_proj_6/MatMul;/gate_proj_6/MatMul__a_dequant;/gate_proj_6/MatMul__a_quant;/gate_proj_6/MatMul__w_dequant;/Mul_62;/Mul_63;/Sigmoid_6,ENGINE_INSPECTOR_METADATA
mixed_prefill,163,L6:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,1x-1x1024,/down_proj_6/MatMul;/Add_27,ENGINE_INSPECTOR_METADATA
mixed_prefill,167,L7:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/v_proj_7/MatMul;/v_proj_7/MatMul__a_dequant;/v_proj_7/MatMul__a_quant;/v_proj_7/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,171,L7:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/k_proj_7/MatMul;/k_proj_7/MatMul__a_dequant;/k_proj_7/MatMul__a_quant;/k_proj_7/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,175,L7:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x2048,1x-1x2048,/q_proj_7/MatMul;/q_proj_7/MatMul__a_dequant;/q_proj_7/MatMul__a_quant;/q_proj_7/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,180,L7:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0x69db25f8b455550858c08191df7c4023,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1;1,16x-1x128,/o_proj_7/MatMul__a_quant;/MatMul_15;/Softmax_7;/Mul_70;/Where_23;/MatMul_14,ENGINE_INSPECTOR_METADATA
mixed_prefill,182,L7:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,1x-1x1024,/o_proj_7/MatMul;/o_proj_7/MatMul__a_dequant;/o_proj_7/MatMul__a_quant;/o_proj_7/MatMul__w_dequant;/Add_30,ENGINE_INSPECTOR_METADATA
mixed_prefill,184,L7:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1x-1x1024;1x1024x3072;1;1,1x-1x3072,/up_proj_7/MatMul,ENGINE_INSPECTOR_METADATA
mixed_prefill,185,L7:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,1x-1x3072,/gate_proj_7/MatMul;/gate_proj_7/MatMul__a_dequant;/gate_proj_7/MatMul__a_quant;/gate_proj_7/MatMul__w_dequant;/Mul_71;/Mul_72;/Sigmoid_7,ENGINE_INSPECTOR_METADATA
mixed_prefill,186,L7:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,1x-1x1024,/down_proj_7/MatMul;/Add_31,ENGINE_INSPECTOR_METADATA
mixed_prefill,190,L8:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/v_proj_8/MatMul;/v_proj_8/MatMul__a_dequant;/v_proj_8/MatMul__a_quant;/v_proj_8/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,194,L8:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/k_proj_8/MatMul;/k_proj_8/MatMul__a_dequant;/k_proj_8/MatMul__a_quant;/k_proj_8/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,198,L8:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x2048,1x-1x2048,/q_proj_8/MatMul;/q_proj_8/MatMul__a_dequant;/q_proj_8/MatMul__a_quant;/q_proj_8/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,203,L17:ATTENTION_VALUE,ATTENTION_GEMM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,_gemm_mha_v2_0xb1de950b39aeff343f8e5a6b250b0cff,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1,16x-1x128,/MatMul_17;/Softmax_8;/Where_26;/MatMul_16;/Mul_79,ENGINE_INSPECTOR_METADATA
mixed_prefill,204,L8:o_proj,LINEAR,8,1024,2048,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,1x-1x1024,/o_proj_8/MatMul;/Add_34,ENGINE_INSPECTOR_METADATA
mixed_prefill,206,L8:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1x-1x1024;1x1024x3072;1;1,1x-1x3072,/up_proj_8/MatMul,ENGINE_INSPECTOR_METADATA
mixed_prefill,207,L8:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,1x-1x3072,/gate_proj_8/MatMul;/gate_proj_8/MatMul__a_dequant;/gate_proj_8/MatMul__a_quant;/gate_proj_8/MatMul__w_dequant;/Mul_80;/Mul_81;/Sigmoid_8,ENGINE_INSPECTOR_METADATA
mixed_prefill,208,L8:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,1x-1x1024,/down_proj_8/MatMul;/Add_35,ENGINE_INSPECTOR_METADATA
mixed_prefill,212,L9:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/v_proj_9/MatMul;/v_proj_9/MatMul__a_dequant;/v_proj_9/MatMul__a_quant;/v_proj_9/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,216,L9:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/k_proj_9/MatMul;/k_proj_9/MatMul__a_dequant;/k_proj_9/MatMul__a_quant;/k_proj_9/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,220,L9:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x2048,1x-1x2048,/q_proj_9/MatMul;/q_proj_9/MatMul__a_dequant;/q_proj_9/MatMul__a_quant;/q_proj_9/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,225,L9:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0xa7ca53b515adf180e9a745693ffd0464,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1;1,16x-1x128,/o_proj_9/MatMul__a_quant;/Softmax_9;/MatMul_19;/Where_29;/Mul_88;/MatMul_18,ENGINE_INSPECTOR_METADATA
mixed_prefill,227,L9:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,1x-1x1024,/o_proj_9/MatMul;/o_proj_9/MatMul__a_dequant;/o_proj_9/MatMul__a_quant;/o_proj_9/MatMul__w_dequant;/Add_38,ENGINE_INSPECTOR_METADATA
mixed_prefill,229,L9:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1x-1x1024;1x1024x3072;1;1,1x-1x3072,/up_proj_9/MatMul,ENGINE_INSPECTOR_METADATA
mixed_prefill,230,L9:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,1x-1x3072,/gate_proj_9/MatMul;/gate_proj_9/MatMul__a_dequant;/gate_proj_9/MatMul__a_quant;/gate_proj_9/MatMul__w_dequant;/Mul_89;/Mul_90;/Sigmoid_9,ENGINE_INSPECTOR_METADATA
mixed_prefill,231,L9:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,1x-1x1024,/down_proj_9/MatMul;/Add_39,ENGINE_INSPECTOR_METADATA
mixed_prefill,235,L10:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/v_proj_10/MatMul;/v_proj_10/MatMul__a_dequant;/v_proj_10/MatMul__a_quant;/v_proj_10/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,239,L10:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/k_proj_10/MatMul;/k_proj_10/MatMul__a_dequant;/k_proj_10/MatMul__a_quant;/k_proj_10/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
