engine,layer_index,layer_name,layer_type,operator,operator_kind,category,tactic,input_shapes,input_precisions,output_shapes,output_precisions,onnx_layers
mixed_prefill,473,__myl_ResMulMea_myl0_473,kgen,UNKNOWN,UNKNOWN,TENSORRT_INTERNAL,__myl_ResMulMea_0x9a67bce87aa70b5a86539a0972d2e0f6_vec,1x-1x2048;1;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x16x1;1x-1x16x128,Half;Half,/Reshape_160;/q_norm_20/Pow;/q_norm_20/ReduceMean
mixed_prefill,474,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddRes_myl0_474,kgen,L40:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddRes_0x6acc4948abd0f5b32a0e9f68913929b0,1x1x-1x128;1x1x-1x128;1x1x1x128;1x-1x16x128;1x-1x16x1;1;1;1;1;1,Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64,16x-1x128,Half,/q_norm_20/Add;/q_norm_20/Sqrt;/q_norm_20/Mul;/q_norm_20/Mul_1;/Transpose_100;/Slice_80;/Slice_81;/Concat_224;/Mul_182;/Add_80;/Mul_181;/MatMul_40;/Neg_40;/q_norm_20/Div
mixed_prefill,475,__mye726217_myl0_475,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,476,__mye726221_myl0_476,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,477,_gemm_mha_v2_myl0_477,kgen,L20:o_proj,LINEAR,ATTENTION_GEMM,_gemm_mha_v2_0xee0414de60764f75e46b3b8d1e16fc19,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1;1,Half;Half;Bool;Half;Int64;Int64;Int64;Int64;Int64;Int64,16x-1x128,Int8,/o_proj_20/MatMul__a_quant;/MatMul_41;/Softmax_20;/Where_62;/Mul_187;/MatMul_40
mixed_prefill,478,__myl_ResTra_myl0_478,kgen,L41:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_ResTra_0xc03916d7cfa55338996dbe92c4283d8c,16x-1x128;1;1;1,Int8;Int64;Int64;Int64,1x-1x16x128,Int8,/MatMul_41;/Transpose_104;/Reshape_167
mixed_prefill,479,__myl_FcCasAdd_myl0_479,fusion,L20:o_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,Half;Int8;Int8,1x-1x1024,Half,/o_proj_20/MatMul;/o_proj_20/MatMul__a_dequant;/o_proj_20/MatMul__a_quant;/o_proj_20/MatMul__w_dequant;/Add_82
mixed_prefill,480,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_480,kgen,L20:gate_proj,LINEAR,TENSORRT_INTERNAL,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x631eac58eb6694e001a0929b8bf99c28_vec,1x-1x1024;1x-1x1024;1x-1x1024;1x1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1,Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x1024;1x-1x1024,Half;Int8,/post_attention_layernorm_20/Div;/gate_proj_20/MatMul__a_quant;/post_attention_layernorm_20/Mul_1;/post_attention_layernorm_20/Mul;/post_attention_layernorm_20/Add;/post_attention_layernorm_20/Sqrt;/post_attention_layernorm_20/ReduceMean;/post_attention_layernorm_20/Pow
mixed_prefill,481,/up_proj_20/MatMul_myl0_481,gemm,L20:up_proj,LINEAR,GEMM,ampere_h16816gemm_128x64_ldg8_nn_v1,1x-1x1024;1x1024x3072;1;1,Half;Half;Float;Float,1x-1x3072,Half,/up_proj_20/MatMul
mixed_prefill,482,__myl_FcCasNegExpAddDivMulMul_myl0_482,fusion,L20:gate_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,Half;Int8;Int8,1x-1x3072,Half,/gate_proj_20/MatMul;/gate_proj_20/MatMul__a_dequant;/gate_proj_20/MatMul__a_quant;/gate_proj_20/MatMul__w_dequant;/Mul_188;/Mul_189;/Sigmoid_20
mixed_prefill,483,__myl_FcAdd_myl0_483,fusion,L20:down_proj,LINEAR,GEMM,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,Half;Half;Half,1x-1x1024,Half,/down_proj_20/MatMul;/Add_83
mixed_prefill,484,__myl_MulMeaAddSqrDivMulMulMinMaxRouCasMulMinMaxRouCasMulMinMaxRouCas_myl0_484,kgen,L21:v_proj,LINEAR,TENSORRT_INTERNAL,__myl_MulMeaAddSqrDivMulMulMinMaxRouCasMulMinMaxRouCasMulMinMaxRouCas_0x14bacf080290e339db28d1223365390a_vec,1x1x1024;1x1x1024;1x1x1024;1x-1x1024;1x-1x1024;1x-1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x1024;1x-1x1024;1x-1x1024,Int8;Int8;Int8,/input_layernorm_21/Pow;/input_layernorm_21/ReduceMean;/input_layernorm_21/Sqrt;/input_layernorm_21/Add;/input_layernorm_21/Mul;/v_proj_21/MatMul__a_quant;/k_proj_21/MatMul__a_quant;/q_proj_21/MatMul__a_quant;/input_layernorm_21/Div
mixed_prefill,485,__mye726223_myl0_485,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,486,__mye726225_myl0_486,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,487,__myl_FcCas_myl0_487,fusion,L21:v_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,Int8;Int8,1x-1x1024,Half,/v_proj_21/MatMul;/v_proj_21/MatMul__a_dequant;/v_proj_21/MatMul__a_quant;/v_proj_21/MatMul__w_dequant
mixed_prefill,488,__myl_ResTraResSliRepRes_myl0_488,kgen,L43:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_ResTraResSliRepRes_0xb5ca1ead775f2215fdc6b72339368a3f,1x-1x1024;1;1;1;1;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,16x-1x128;1x8x-1x128,Half;Half,/Reshape_170;/Transpose_107;/Expand_43;/MatMul_43;/Unsqueeze_522
mixed_prefill,489,__mye726233_myl0_489,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,490,__mye726227_myl0_490,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,491,__myl_FcCas_myl0_491,fusion,L21:k_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,Int8;Int8,1x-1x1024,Half,/k_proj_21/MatMul;/k_proj_21/MatMul__a_dequant;/k_proj_21/MatMul__a_quant;/k_proj_21/MatMul__w_dequant
mixed_prefill,492,__myl_ResMulMea_myl0_492,kgen,UNKNOWN,UNKNOWN,TENSORRT_INTERNAL,__myl_ResMulMea_0x356824d54c2e1ab1f7825eefa1e6b632_vec,1x-1x1024;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x8x1;1x-1x8x128,Half;Half,/Reshape_169;/k_norm_21/Pow;/k_norm_21/ReduceMean
mixed_prefill,493,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddResSliRepResTraRes_myl0_493,kgen,L42:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddResSliRepResTraRes_0x4ad536b524b3f7a2415d97f02da12733,1x1x-1x128;1x1x-1x128;1x1x1x128;1x-1x8x128;1x-1x8x1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,16x128x-1;1x8x-1x128,Half;Half,/k_norm_21/Add;/k_norm_21/Sqrt;/k_norm_21/Mul;/k_norm_21/Mul_1;/Transpose_106;/Slice_86;/Slice_87;/Concat_236;/Mul_193;/Add_85;/Mul_192;/Expand_42;/Reshape_172;/Transpose_108;/MatMul_42;/Unsqueeze_517;/Neg_43;/k_norm_21/Div
mixed_prefill,494,__mye726229_myl0_494,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,495,__myl_FcCas_myl0_495,fusion,L21:q_proj,LINEAR,GEMM,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x2048,Int8;Int8,1x-1x2048,Half,/q_proj_21/MatMul;/q_proj_21/MatMul__a_dequant;/q_proj_21/MatMul__a_quant;/q_proj_21/MatMul__w_dequant
mixed_prefill,496,__myl_ResMulMea_myl0_496,kgen,UNKNOWN,UNKNOWN,TENSORRT_INTERNAL,__myl_ResMulMea_0x9a67bce87aa70b5a86539a0972d2e0f6_vec,1x-1x2048;1;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x16x1;1x-1x16x128,Half;Half,/Reshape_168;/q_norm_21/Pow;/q_norm_21/ReduceMean
mixed_prefill,497,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddRes_myl0_497,kgen,L42:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddRes_0x6acc4948abd0f5b32a0e9f68913929b0,1x1x-1x128;1x1x-1x128;1x1x1x128;1x-1x16x128;1x-1x16x1;1;1;1;1;1,Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64,16x-1x128,Half,/q_norm_21/Add;/q_norm_21/Sqrt;/q_norm_21/Mul;/q_norm_21/Mul_1;/Transpose_105;/Slice_84;/Slice_85;/Concat_235;/Mul_191;/Add_84;/Mul_190;/MatMul_42;/Neg_42;/q_norm_21/Div
mixed_prefill,498,__mye726231_myl0_498,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,499,__mye726235_myl0_499,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,500,_gemm_mha_v2_myl0_500,kgen,L21:o_proj,LINEAR,ATTENTION_GEMM,_gemm_mha_v2_0xc2d92b3cbb126a251b76d78c57684e17,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1;1,Half;Half;Bool;Half;Int64;Int64;Int64;Int64;Int64;Int64,16x-1x128,Int8,/o_proj_21/MatMul__a_quant;/MatMul_43;/Softmax_21;/Where_65;/Mul_196;/MatMul_42
mixed_prefill,501,__myl_ResTra_myl0_501,kgen,L43:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_ResTra_0xc03916d7cfa55338996dbe92c4283d8c,16x-1x128;1;1;1,Int8;Int64;Int64;Int64,1x-1x16x128,Int8,/MatMul_43;/Transpose_109;/Reshape_175
mixed_prefill,502,__myl_FcCasAdd_myl0_502,fusion,L21:o_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,Half;Int8;Int8,1x-1x1024,Half,/o_proj_21/MatMul;/o_proj_21/MatMul__a_dequant;/o_proj_21/MatMul__a_quant;/o_proj_21/MatMul__w_dequant;/Add_86
mixed_prefill,503,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_503,kgen,L21:gate_proj,LINEAR,TENSORRT_INTERNAL,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xf1def207df08f4e6d789049433c3866b_vec,1x-1x1024;1x-1x1024;1x-1x1024;1x1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1,Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x1024;1x-1x1024,Half;Int8,/post_attention_layernorm_21/Div;/gate_proj_21/MatMul__a_quant;/post_attention_layernorm_21/Mul_1;/post_attention_layernorm_21/Mul;/post_attention_layernorm_21/Add;/post_attention_layernorm_21/Sqrt;/post_attention_layernorm_21/ReduceMean;/post_attention_layernorm_21/Pow
mixed_prefill,504,/up_proj_21/MatMul_myl0_504,gemm,L21:up_proj,LINEAR,GEMM,ampere_h16816gemm_128x64_ldg8_nn_v1,1x-1x1024;1x1024x3072;1;1,Half;Half;Float;Float,1x-1x3072,Half,/up_proj_21/MatMul
mixed_prefill,505,__myl_FcCasNegExpAddDivMulMul_myl0_505,fusion,L21:gate_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,Half;Int8;Int8,1x-1x3072,Half,/gate_proj_21/MatMul;/gate_proj_21/MatMul__a_dequant;/gate_proj_21/MatMul__a_quant;/gate_proj_21/MatMul__w_dequant;/Mul_197;/Mul_198;/Sigmoid_21
mixed_prefill,506,__myl_FcAdd_myl0_506,fusion,L21:down_proj,LINEAR,GEMM,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,Half;Half;Half,1x-1x1024,Half,/down_proj_21/MatMul;/Add_87
mixed_prefill,507,__myl_MulMeaAddSqrDivMulMulMinMaxRouCasMulMinMaxRouCasMulMinMaxRouCas_myl0_507,kgen,L22:v_proj,LINEAR,TENSORRT_INTERNAL,__myl_MulMeaAddSqrDivMulMulMinMaxRouCasMulMinMaxRouCasMulMinMaxRouCas_0x14bacf080290e339db28d1223365390a_vec,1x1x1024;1x1x1024;1x1x1024;1x-1x1024;1x-1x1024;1x-1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x1024;1x-1x1024;1x-1x1024,Int8;Int8;Int8,/input_layernorm_22/Pow;/input_layernorm_22/ReduceMean;/input_layernorm_22/Sqrt;/input_layernorm_22/Add;/input_layernorm_22/Mul;/v_proj_22/MatMul__a_quant;/k_proj_22/MatMul__a_quant;/q_proj_22/MatMul__a_quant;/input_layernorm_22/Div
mixed_prefill,508,__mye726237_myl0_508,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,509,__mye726239_myl0_509,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,510,__myl_FcCas_myl0_510,fusion,L22:v_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,Int8;Int8,1x-1x1024,Half,/v_proj_22/MatMul;/v_proj_22/MatMul__a_dequant;/v_proj_22/MatMul__a_quant;/v_proj_22/MatMul__w_dequant
mixed_prefill,511,__myl_ResTraResSliRepRes_myl0_511,kgen,L45:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_ResTraResSliRepRes_0xb5ca1ead775f2215fdc6b72339368a3f,1x-1x1024;1;1;1;1;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,16x-1x128;1x8x-1x128,Half;Half,/Reshape_178;/Transpose_112;/Expand_45;/MatMul_45;/Unsqueeze_546
mixed_prefill,512,__mye726247_myl0_512,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,513,__mye726241_myl0_513,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,514,__myl_FcCas_myl0_514,fusion,L22:k_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,Int8;Int8,1x-1x1024,Half,/k_proj_22/MatMul;/k_proj_22/MatMul__a_dequant;/k_proj_22/MatMul__a_quant;/k_proj_22/MatMul__w_dequant
mixed_prefill,515,__myl_ResMulMea_myl0_515,kgen,UNKNOWN,UNKNOWN,TENSORRT_INTERNAL,__myl_ResMulMea_0x356824d54c2e1ab1f7825eefa1e6b632_vec,1x-1x1024;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x8x1;1x-1x8x128,Half;Half,/Reshape_177;/k_norm_22/Pow;/k_norm_22/ReduceMean
mixed_prefill,516,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddResSliRepResTraRes_myl0_516,kgen,L44:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddResSliRepResTraRes_0x4ad536b524b3f7a2415d97f02da12733,1x1x-1x128;1x1x-1x128;1x1x1x128;1x-1x8x128;1x-1x8x1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,16x128x-1;1x8x-1x128,Half;Half,/k_norm_22/Add;/k_norm_22/Sqrt;/k_norm_22/Mul;/k_norm_22/Mul_1;/Transpose_111;/Slice_90;/Slice_91;/Concat_247;/Mul_202;/Add_89;/Mul_201;/Expand_44;/Reshape_180;/Transpose_113;/MatMul_44;/Unsqueeze_541;/Neg_45;/k_norm_22/Div
mixed_prefill,517,__mye726243_myl0_517,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,518,__myl_FcCas_myl0_518,fusion,L22:q_proj,LINEAR,GEMM,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x2048,Int8;Int8,1x-1x2048,Half,/q_proj_22/MatMul;/q_proj_22/MatMul__a_dequant;/q_proj_22/MatMul__a_quant;/q_proj_22/MatMul__w_dequant
mixed_prefill,519,__myl_ResMulMea_myl0_519,kgen,UNKNOWN,UNKNOWN,TENSORRT_INTERNAL,__myl_ResMulMea_0x9a67bce87aa70b5a86539a0972d2e0f6_vec,1x-1x2048;1;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x16x1;1x-1x16x128,Half;Half,/Reshape_176;/q_norm_22/Pow;/q_norm_22/ReduceMean
mixed_prefill,520,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddRes_myl0_520,kgen,L44:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddRes_0x6acc4948abd0f5b32a0e9f68913929b0,1x1x-1x128;1x1x-1x128;1x1x1x128;1x-1x16x128;1x-1x16x1;1;1;1;1;1,Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64,16x-1x128,Half,/q_norm_22/Add;/q_norm_22/Sqrt;/q_norm_22/Mul;/q_norm_22/Mul_1;/Transpose_110;/Slice_88;/Slice_89;/Concat_246;/Mul_200;/Add_88;/Mul_199;/MatMul_44;/Neg_44;/q_norm_22/Div
mixed_prefill,521,__mye726245_myl0_521,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,522,__mye726249_myl0_522,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,523,_gemm_mha_v2_myl0_523,kgen,L22:o_proj,LINEAR,ATTENTION_GEMM,_gemm_mha_v2_0x582f9c30de38a93e722c6de99876bc60,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1;1,Half;Half;Bool;Half;Int64;Int64;Int64;Int64;Int64;Int64,16x-1x128,Int8,/o_proj_22/MatMul__a_quant;/MatMul_45;/Softmax_22;/Where_68;/Mul_205;/MatMul_44
mixed_prefill,524,__myl_ResTra_myl0_524,kgen,L45:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_ResTra_0xc03916d7cfa55338996dbe92c4283d8c,16x-1x128;1;1;1,Int8;Int64;Int64;Int64,1x-1x16x128,Int8,/MatMul_45;/Transpose_114;/Reshape_183
mixed_prefill,525,__myl_FcCasAdd_myl0_525,fusion,L22:o_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,Half;Int8;Int8,1x-1x1024,Half,/o_proj_22/MatMul;/o_proj_22/MatMul__a_dequant;/o_proj_22/MatMul__a_quant;/o_proj_22/MatMul__w_dequant;/Add_90
mixed_prefill,526,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_526,kgen,L22:gate_proj,LINEAR,TENSORRT_INTERNAL,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x631eac58eb6694e001a0929b8bf99c28_vec,1x-1x1024;1x-1x1024;1x-1x1024;1x1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1,Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x1024;1x-1x1024,Half;Int8,/post_attention_layernorm_22/Div;/gate_proj_22/MatMul__a_quant;/post_attention_layernorm_22/Mul_1;/post_attention_layernorm_22/Mul;/post_attention_layernorm_22/Add;/post_attention_layernorm_22/Sqrt;/post_attention_layernorm_22/ReduceMean;/post_attention_layernorm_22/Pow
mixed_prefill,527,/up_proj_22/MatMul_myl0_527,gemm,L22:up_proj,LINEAR,GEMM,ampere_h16816gemm_128x64_ldg8_nn_v1,1x-1x1024;1x1024x3072;1;1,Half;Half;Float;Float,1x-1x3072,Half,/up_proj_22/MatMul
mixed_prefill,528,__myl_FcCasNegExpAddDivMulMul_myl0_528,fusion,L22:gate_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,Half;Int8;Int8,1x-1x3072,Half,/gate_proj_22/MatMul;/gate_proj_22/MatMul__a_dequant;/gate_proj_22/MatMul__a_quant;/gate_proj_22/MatMul__w_dequant;/Mul_206;/Mul_207;/Sigmoid_22
mixed_prefill,529,__myl_FcAdd_myl0_529,fusion,L22:down_proj,LINEAR,GEMM,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,Half;Half;Half,1x-1x1024,Half,/down_proj_22/MatMul;/Add_91
mixed_prefill,530,__myl_MulMeaAddSqrDivMulMulMinMaxRouCasMulMinMaxRouCasMulMinMaxRouCas_myl0_530,kgen,L23:v_proj,LINEAR,TENSORRT_INTERNAL,__myl_MulMeaAddSqrDivMulMulMinMaxRouCasMulMinMaxRouCasMulMinMaxRouCas_0x14bacf080290e339db28d1223365390a_vec,1x1x1024;1x1x1024;1x1x1024;1x-1x1024;1x-1x1024;1x-1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x1024;1x-1x1024;1x-1x1024,Int8;Int8;Int8,/input_layernorm_23/Pow;/input_layernorm_23/ReduceMean;/input_layernorm_23/Sqrt;/input_layernorm_23/Add;/input_layernorm_23/Mul;/v_proj_23/MatMul__a_quant;/k_proj_23/MatMul__a_quant;/q_proj_23/MatMul__a_quant;/input_layernorm_23/Div
mixed_prefill,531,__mye726251_myl0_531,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,532,__mye726253_myl0_532,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,533,__myl_FcCas_myl0_533,fusion,L23:v_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,Int8;Int8,1x-1x1024,Half,/v_proj_23/MatMul;/v_proj_23/MatMul__a_dequant;/v_proj_23/MatMul__a_quant;/v_proj_23/MatMul__w_dequant
mixed_prefill,534,__myl_ResTraResSliRepRes_myl0_534,kgen,L47:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_ResTraResSliRepRes_0xb5ca1ead775f2215fdc6b72339368a3f,1x-1x1024;1;1;1;1;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,16x-1x128;1x8x-1x128,Half;Half,/Reshape_186;/Transpose_117;/Expand_47;/MatMul_47;/Unsqueeze_570
mixed_prefill,535,__mye726261_myl0_535,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,536,__mye726255_myl0_536,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
