layer_id,layer_name,layer_type,metadata,input_tensors,output_tensors,precision,tactic_name
384,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_384,kgen,[ONNX Layer: /k_norm_15/Add];[ONNX Layer: /k_norm_15/Sqrt];[ONNX Layer: /k_norm_15/Mul];[ONNX Layer: /k_norm_15/Mul_1];[ONNX Layer: /Transpose_76];[ONNX Layer: /Slice_62];[ONNX Layer: /Slice_63];[ONNX Layer: /Concat_185];[ONNX Layer: /Mul_139];[ONNX Layer: /Add_61];[ONNX Layer: /Mul_138];[ONNX Layer: /Unsqueeze_343];[ONNX Layer: /Reshape_124];[ONNX Layer: /Transpose_78];[ONNX Layer: /Expand_30];[ONNX Layer: /Concat_186];[ONNX Layer: /Neg_31];[ONNX Layer: /k_norm_15/Div],"[{""name"":""past_k15"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2685"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2684"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""stack_layers_15_self_attn_k_norm_weight _ ONNXTRT_Broadcast_4290_constantHalf"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3047"",""shape"":[1,1,8,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3048"",""shape"":[1,1,8,1],""precision"":""Half""},{""name"":""proxy___mye672630"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye672669"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye672694"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66760_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622089"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622062"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622029"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622002"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye621969"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye621936"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye621909"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye621876"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye621849"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye433609.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye433582.1"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66752_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye430742.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye430368.1"",""shape"":[1],""precision"":""Int64""}]","[{""name"":""present_k15"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_124 _ /Transpose_78_first_transpose_output.1"",""shape"":[1,16,128,-1],""precision"":""Half""}]",inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f
385,__mye677068_myl0_385,signal,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
386,__myl_FcCas_myl0_386,fusion,[ONNX Layer: /q_proj_15/MatMul];[ONNX Layer: /q_proj_15/MatMul__a_dequant];[ONNX Layer: /q_proj_15/MatMul__a_quant];[ONNX Layer: /q_proj_15/MatMul__w_dequant],"[{""name"":""__myln_k_arg__bb1_3040"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye621832dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3051"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
387,__myl_ResMulMea_myl0_387,kgen,[ONNX Layer: /Reshape_120];[ONNX Layer: /q_norm_15/Pow];[ONNX Layer: /q_norm_15/ReduceMean],"[{""name"":""__myln_k_arg__bb1_3051"",""shape"":[1,1,2048],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_3053"",""shape"":[1,1,16,1],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3052"",""shape"":[1,1,16,128],""precision"":""Half""}]",inputs=Half|outputs=Half;Half,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656
388,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_388,kgen,[ONNX Layer: /q_norm_15/Add];[ONNX Layer: /q_norm_15/Sqrt];[ONNX Layer: /q_norm_15/Mul];[ONNX Layer: /q_norm_15/Mul_1];[ONNX Layer: /Transpose_75];[ONNX Layer: /Slice_60];[ONNX Layer: /Slice_61];[ONNX Layer: /Concat_184];[ONNX Layer: /Mul_137];[ONNX Layer: /Add_60];[ONNX Layer: /Mul_136];[ONNX Layer: /Neg_30];[ONNX Layer: /q_norm_15/Div],"[{""name"":""__myln_k_arg__bb1_2685"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2684"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""stack_layers_15_self_attn_q_norm_weight _ ONNXTRT_Broadcast_4272_constantHalf"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3052"",""shape"":[1,1,16,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3053"",""shape"":[1,1,16,1],""precision"":""Half""}]","[{""name"":""/Add_60_output_0'.1"",""shape"":[1,16,1,128],""precision"":""Half""}]",inputs=Half;Half;Half;Half;Half|outputs=Half,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
389,__mye677070_myl0_389,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
390,/MatMul_30_myl0_390,gemm,[ONNX Layer: /MatMul_30],"[{""name"":""/Add_60_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_124 _ /Transpose_78_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye569495/MatMul_30_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569496/MatMul_30_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__mye569492"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
391,__myl_MulMaxSubExpSumDivMul_myl0_391,kgen,[ONNX Layer: /Mul_142];[ONNX Layer: /Softmax_15],"[{""name"":""__mye569492"",""shape"":[1,16,1,-1],""precision"":""Half""},{""name"":""__mye66760_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye312316.1"",""shape"":[1],""precision"":""Int64""}]","[{""name"":""/Softmax_15_output'.1"",""shape"":[1,16,1,-1],""precision"":""Half""}]",inputs=Half;Int64;Int64|outputs=Half,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
392,__mye677074_myl0_392,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
393,/MatMul_31_myl0_393,gemm,[ONNX Layer: /MatMul_31],"[{""name"":""/Softmax_15_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_31_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye569516/MatMul_31_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569517/MatMul_31_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__myln_k_arg__bb1_3057"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
394,__myl_MulMinMaxRouCas_myl0_394,kgen,[ONNX Layer: /o_proj_15/MatMul__a_quant],"[{""name"":""__myln_k_arg__bb1_3057"",""shape"":[16,1,128],""precision"":""Half""}]","[{""name"":""__mye574586_q8"",""shape"":[16,1,128],""precision"":""Int8""}]",inputs=Half|outputs=Int8,__myl_MulMinMaxRouCas_0x5d22e06f0128b92bf02f50e9b05f0125
395,__myl_FcCasAdd_myl0_395,fusion,[ONNX Layer: /o_proj_15/MatMul];[ONNX Layer: /o_proj_15/MatMul__a_dequant];[ONNX Layer: /o_proj_15/MatMul__a_quant];[ONNX Layer: /o_proj_15/MatMul__w_dequant];[ONNX Layer: /Add_62],"[{""name"":""hidden_l14"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574586_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye622184dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3059"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
396,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_396,kgen,[ONNX Layer: /post_attention_layernorm_15/Pow];[ONNX Layer: /post_attention_layernorm_15/ReduceMean];[ONNX Layer: /post_attention_layernorm_15/Add];[ONNX Layer: /post_attention_layernorm_15/Div];[ONNX Layer: /post_attention_layernorm_15/Sqrt];[ONNX Layer: /post_attention_layernorm_15/Mul];[ONNX Layer: /post_attention_layernorm_15/Mul_1];[ONNX Layer: /gate_proj_15/MatMul__a_quant],"[{""name"":""stack_layers_15_post_attention_layernorm_weight _ ONNXTRT_Broadcast_4521_constantHalf"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3059"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3059"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3059"",""shape"":[1,1,1024],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_3061"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__myln_k_arg__bb1_3060"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half;Half|outputs=Int8;Half,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xb633f57e2e22833f593c4f215c79f20a
397,/up_proj_15/MatMul_myl0_397,gemm,[ONNX Layer: /up_proj_15/MatMul],"[{""name"":""__myln_k_arg__bb1_3060"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye622189dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye569540/up_proj_15/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569541/up_proj_15/MatMul_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__myln_k_arg__bb1_3062"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16
398,__myl_FcCasNegExpAddDivMulMul_myl0_398,fusion,[ONNX Layer: /gate_proj_15/MatMul];[ONNX Layer: /gate_proj_15/MatMul__a_dequant];[ONNX Layer: /gate_proj_15/MatMul__a_quant];[ONNX Layer: /gate_proj_15/MatMul__w_dequant];[ONNX Layer: /Mul_143];[ONNX Layer: /Mul_144];[ONNX Layer: /Sigmoid_15],"[{""name"":""__myln_k_arg__bb1_3062"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3061"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye622194dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3063"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
399,__myl_FcAdd_myl0_399,fusion,[ONNX Layer: /down_proj_15/MatMul];[ONNX Layer: /Add_63],"[{""name"":""__myln_k_arg__bb1_3059"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3063"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8104 _ ONNXTRT_Broadcast_4530_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]","[{""name"":""hidden_l15"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
400,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_400,kgen,[ONNX Layer: /q_proj_16/MatMul__a_quant];[ONNX Layer: /k_proj_16/MatMul__a_quant];[ONNX Layer: /v_proj_16/MatMul__a_quant];[ONNX Layer: /input_layernorm_16/Mul];[ONNX Layer: /input_layernorm_16/Sqrt];[ONNX Layer: /input_layernorm_16/Div];[ONNX Layer: /input_layernorm_16/Add];[ONNX Layer: /input_layernorm_16/ReduceMean];[ONNX Layer: /input_layernorm_16/Pow],"[{""name"":""hidden_l15"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""hidden_l15"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""hidden_l15"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye610415_dconst"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye610442_dconst"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye610469_dconst"",""shape"":[1,1,1024],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_3067"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__myln_k_arg__bb1_3066"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__myln_k_arg__bb1_3065"",""shape"":[1,1,1024],""precision"":""Int8""}]",inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5
401,__mye677076_myl0_401,signal,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
402,__mye677078_myl0_402,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
403,__myl_FcCas_myl0_403,fusion,[ONNX Layer: /v_proj_16/MatMul];[ONNX Layer: /v_proj_16/MatMul__a_dequant];[ONNX Layer: /v_proj_16/MatMul__a_quant];[ONNX Layer: /v_proj_16/MatMul__w_dequant],"[{""name"":""__myln_k_arg__bb1_3067"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye622199dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3068"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
404,__myl_ResConResRep_myl0_404,kgen,[ONNX Layer: /Reshape_130];[ONNX Layer: /Transpose_82];[ONNX Layer: /Unsqueeze_370];[ONNX Layer: /Expand_33];[ONNX Layer: /Concat_199],"[{""name"":""past_v16"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3068"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""proxy___mye672816"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye672861"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye672886"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66760_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622336"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622303"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622276"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622243"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622216"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye433669.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye433642.1"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66752_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye431438.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye430368.1"",""shape"":[1],""precision"":""Int64""}]","[{""name"":""present_v16"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""/Expand_33_output_0'.1"",""shape"":[1,8,2,-1,128],""precision"":""Half""}]",inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1
405,__mye677086_myl0_405,signal,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
406,__mye677080_myl0_406,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
407,__myl_FcCas_myl0_407,fusion,[ONNX Layer: /k_proj_16/MatMul];[ONNX Layer: /k_proj_16/MatMul__a_dequant];[ONNX Layer: /k_proj_16/MatMul__a_quant];[ONNX Layer: /k_proj_16/MatMul__w_dequant],"[{""name"":""__myln_k_arg__bb1_3066"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye622357dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3071"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
408,__myl_ResMulMea_myl0_408,kgen,[ONNX Layer: /Reshape_129];[ONNX Layer: /k_norm_16/Pow];[ONNX Layer: /k_norm_16/ReduceMean],"[{""name"":""__myln_k_arg__bb1_3071"",""shape"":[1,1,1024],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_3073"",""shape"":[1,1,8,1],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3072"",""shape"":[1,1,8,128],""precision"":""Half""}]",inputs=Half|outputs=Half;Half,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a
409,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_409,kgen,[ONNX Layer: /k_norm_16/Add];[ONNX Layer: /k_norm_16/Sqrt];[ONNX Layer: /k_norm_16/Mul];[ONNX Layer: /k_norm_16/Mul_1];[ONNX Layer: /Transpose_81];[ONNX Layer: /Slice_66];[ONNX Layer: /Slice_67];[ONNX Layer: /Concat_197];[ONNX Layer: /Mul_148];[ONNX Layer: /Add_65];[ONNX Layer: /Mul_147];[ONNX Layer: /Unsqueeze_365];[ONNX Layer: /Reshape_132];[ONNX Layer: /Transpose_83];[ONNX Layer: /Expand_32];[ONNX Layer: /Concat_198];[ONNX Layer: /Neg_33];[ONNX Layer: /k_norm_16/Div],"[{""name"":""past_k16"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2685"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2684"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""stack_layers_16_self_attn_k_norm_weight _ ONNXTRT_Broadcast_4573_constantHalf"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3072"",""shape"":[1,1,8,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3073"",""shape"":[1,1,8,1],""precision"":""Half""},{""name"":""proxy___mye672968"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye673007"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye673032"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66760_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622619"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622592"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622559"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622532"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622499"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622466"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622439"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622406"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye622379"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye433729.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye433702.1"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66752_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye430766.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye430368.1"",""shape"":[1],""precision"":""Int64""}]","[{""name"":""present_k16"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_132 _ /Transpose_83_first_transpose_output.1"",""shape"":[1,16,128,-1],""precision"":""Half""}]",inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f
410,__mye677082_myl0_410,signal,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
411,__myl_FcCas_myl0_411,fusion,[ONNX Layer: /q_proj_16/MatMul];[ONNX Layer: /q_proj_16/MatMul__a_dequant];[ONNX Layer: /q_proj_16/MatMul__a_quant];[ONNX Layer: /q_proj_16/MatMul__w_dequant],"[{""name"":""__myln_k_arg__bb1_3065"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye622362dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_3076"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
412,__myl_ResMulMea_myl0_412,kgen,[ONNX Layer: /Reshape_128];[ONNX Layer: /q_norm_16/Pow];[ONNX Layer: /q_norm_16/ReduceMean],"[{""name"":""__myln_k_arg__bb1_3076"",""shape"":[1,1,2048],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_3078"",""shape"":[1,1,16,1],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3077"",""shape"":[1,1,16,128],""precision"":""Half""}]",inputs=Half|outputs=Half;Half,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656
413,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_413,kgen,[ONNX Layer: /q_norm_16/Add];[ONNX Layer: /q_norm_16/Sqrt];[ONNX Layer: /q_norm_16/Mul];[ONNX Layer: /q_norm_16/Mul_1];[ONNX Layer: /Transpose_80];[ONNX Layer: /Slice_64];[ONNX Layer: /Slice_65];[ONNX Layer: /Concat_196];[ONNX Layer: /Mul_146];[ONNX Layer: /Add_64];[ONNX Layer: /Mul_145];[ONNX Layer: /Neg_32];[ONNX Layer: /q_norm_16/Div],"[{""name"":""__myln_k_arg__bb1_2685"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2684"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""stack_layers_16_self_attn_q_norm_weight _ ONNXTRT_Broadcast_4555_constantHalf"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3077"",""shape"":[1,1,16,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3078"",""shape"":[1,1,16,1],""precision"":""Half""}]","[{""name"":""/Add_64_output_0'.1"",""shape"":[1,16,1,128],""precision"":""Half""}]",inputs=Half;Half;Half;Half;Half|outputs=Half,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
414,__mye677084_myl0_414,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
415,/MatMul_32_myl0_415,gemm,[ONNX Layer: /MatMul_32],"[{""name"":""/Add_64_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_132 _ /Transpose_83_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye569614/MatMul_32_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569615/MatMul_32_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__mye569611"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
416,__myl_MulMaxSubExpSumDivMul_myl0_416,kgen,[ONNX Layer: /Mul_151];[ONNX Layer: /Softmax_16],"[{""name"":""__mye569611"",""shape"":[1,16,1,-1],""precision"":""Half""},{""name"":""__mye66760_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye312316.1"",""shape"":[1],""precision"":""Int64""}]","[{""name"":""/Softmax_16_output'.1"",""shape"":[1,16,1,-1],""precision"":""Half""}]",inputs=Half;Int64;Int64|outputs=Half,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
417,__mye677088_myl0_417,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
418,/MatMul_33_myl0_418,gemm,[ONNX Layer: /MatMul_33],"[{""name"":""/Softmax_16_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_33_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye569635/MatMul_33_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569636/MatMul_33_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__myln_k_arg__bb1_3082"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
419,__myl_MulMinMaxRouCas_myl0_419,kgen,[ONNX Layer: /o_proj_16/MatMul__a_quant],"[{""name"":""__myln_k_arg__bb1_3082"",""shape"":[16,1,128],""precision"":""Half""}]","[{""name"":""__mye574592_q8"",""shape"":[16,1,128],""precision"":""Int8""}]",inputs=Half|outputs=Int8,__myl_MulMinMaxRouCas_0xca1e8a983af10962a50c67e0fecf3bd1
