layer_id,layer_name,layer_type,precision,input_shape,output_shape,tactic
226,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_226,kgen,inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5
227,__mye676978_myl0_227,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
228,__mye676980_myl0_228,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
229,__myl_FcCas_myl0_229,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
230,__myl_ResConResRep_myl0_230,kgen,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x8x2x-1x128,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1
231,__mye676988_myl0_231,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
232,__mye676982_myl0_232,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
233,__myl_FcCas_myl0_233,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
234,__myl_ResMulMea_myl0_234,kgen,inputs=Half|outputs=Half;Half,1x1x1024,1x1x8x1;1x1x8x128,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a
235,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_235,kgen,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1x128;1x1x1x128;1x1x1x128;1x1x8x128;1x1x8x1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x16x128x-1,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f
236,__mye676984_myl0_236,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
237,__myl_FcCas_myl0_237,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x2048,1x1x2048,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
238,__myl_ResMulMea_myl0_238,kgen,inputs=Half|outputs=Half;Half,1x1x2048,1x1x16x1;1x1x16x128,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656
239,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_239,kgen,inputs=Half;Half;Half;Half;Half|outputs=Half,1x1x1x128;1x1x1x128;1x1x1x128;1x1x16x128;1x1x16x1,1x16x1x128,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
240,__mye676986_myl0_240,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
241,/MatMul_18_myl0_241,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x128;16x128x-1;1;1,16x1x-1,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
242,__myl_MulMaxSubExpSumDivMul_myl0_242,kgen,inputs=Half;Int64;Int64|outputs=Half,1x16x1x-1;1;1,1x16x1x-1,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
243,__mye676990_myl0_243,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
244,/MatMul_19_myl0_244,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x-1;16x-1x128;1;1,16x1x128,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
245,__myl_MulMinMaxRouCas_myl0_245,kgen,inputs=Half|outputs=Int8,16x1x128,16x1x128,__myl_MulMinMaxRouCas_0x806abff2303c4adb22dac0953af546a1
246,__myl_FcCasAdd_myl0_246,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x1024;1x1x2048;1x2048x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
247,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_247,kgen,inputs=Half;Half;Half;Half|outputs=Int8;Half,1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xa03da8bd0547b3997e4af5d64a9f7047
248,/up_proj_9/MatMul_myl0_248,gemm,inputs=Half;Half;Float;Float|outputs=Half,1x1x1024;1x1024x3072;1;1,1x1x3072,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16
249,__myl_FcCasNegExpAddDivMulMul_myl0_249,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x3072;1x1x1024;1x1024x3072,1x1x3072,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
250,__myl_FcAdd_myl0_250,fusion,inputs=Half;Half;Half|outputs=Half,1x1x1024;1x1x3072;1x3072x1024,1x1x1024,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
251,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_251,kgen,inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5
252,__mye676992_myl0_252,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
253,__mye676994_myl0_253,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
254,__myl_FcCas_myl0_254,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
255,__myl_ResConResRep_myl0_255,kgen,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x8x2x-1x128,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1
256,__mye677002_myl0_256,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
257,__mye676996_myl0_257,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
258,__myl_FcCas_myl0_258,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
259,__myl_ResMulMea_myl0_259,kgen,inputs=Half|outputs=Half;Half,1x1x1024,1x1x8x1;1x1x8x128,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a
260,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_260,kgen,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1x128;1x1x1x128;1x1x1x128;1x1x8x128;1x1x8x1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x16x128x-1,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f
261,__mye676998_myl0_261,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
262,__myl_FcCas_myl0_262,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x2048,1x1x2048,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
263,__myl_ResMulMea_myl0_263,kgen,inputs=Half|outputs=Half;Half,1x1x2048,1x1x16x1;1x1x16x128,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656
264,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_264,kgen,inputs=Half;Half;Half;Half;Half|outputs=Half,1x1x1x128;1x1x1x128;1x1x1x128;1x1x16x128;1x1x16x1,1x16x1x128,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
265,__mye677000_myl0_265,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
266,/MatMul_20_myl0_266,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x128;16x128x-1;1;1,16x1x-1,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
267,__myl_MulMaxSubExpSumDivMul_myl0_267,kgen,inputs=Half;Int64;Int64|outputs=Half,1x16x1x-1;1;1,1x16x1x-1,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
268,__mye677004_myl0_268,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
269,/MatMul_21_myl0_269,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x-1;16x-1x128;1;1,16x1x128,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
270,__myl_MulMinMaxRouCas_myl0_270,kgen,inputs=Half|outputs=Int8,16x1x128,16x1x128,__myl_MulMinMaxRouCas_0xfffd234660cce4d6758da70fc32eeb17
271,__myl_FcCasAdd_myl0_271,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x1024;1x1x2048;1x2048x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
272,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_272,kgen,inputs=Half;Half;Half;Half|outputs=Int8;Half,1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xbc9bffbf2b5683589f7ee804485f8f6c
273,/up_proj_10/MatMul_myl0_273,gemm,inputs=Half;Half;Float;Float|outputs=Half,1x1x1024;1x1024x3072;1;1,1x1x3072,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16
274,__myl_FcCasNegExpAddDivMulMul_myl0_274,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x3072;1x1x1024;1x1024x3072,1x1x3072,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
275,__myl_FcAdd_myl0_275,fusion,inputs=Half;Half;Half|outputs=Half,1x1x1024;1x1x3072;1x3072x1024,1x1x1024,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
276,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_276,kgen,inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5
277,__mye677006_myl0_277,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
278,__mye677008_myl0_278,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
279,__myl_FcCas_myl0_279,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
280,__myl_ResConResRep_myl0_280,kgen,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x8x2x-1x128,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1
281,__mye677016_myl0_281,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
282,__mye677010_myl0_282,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
283,__myl_FcCas_myl0_283,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
284,__myl_ResMulMea_myl0_284,kgen,inputs=Half|outputs=Half;Half,1x1x1024,1x1x8x1;1x1x8x128,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a
285,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_285,kgen,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1x128;1x1x1x128;1x1x1x128;1x1x8x128;1x1x8x1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x16x128x-1,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f
286,__mye677012_myl0_286,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
287,__myl_FcCas_myl0_287,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x2048,1x1x2048,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
288,__myl_ResMulMea_myl0_288,kgen,inputs=Half|outputs=Half;Half,1x1x2048,1x1x16x1;1x1x16x128,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656
289,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_289,kgen,inputs=Half;Half;Half;Half;Half|outputs=Half,1x1x1x128;1x1x1x128;1x1x1x128;1x1x16x128;1x1x16x1,1x16x1x128,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
290,__mye677014_myl0_290,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
291,/MatMul_22_myl0_291,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x128;16x128x-1;1;1,16x1x-1,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
292,__myl_MulMaxSubExpSumDivMul_myl0_292,kgen,inputs=Half;Int64;Int64|outputs=Half,1x16x1x-1;1;1,1x16x1x-1,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
293,__mye677018_myl0_293,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
294,/MatMul_23_myl0_294,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x-1;16x-1x128;1;1,16x1x128,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
295,__myl_MulMinMaxRouCas_myl0_295,kgen,inputs=Half|outputs=Int8,16x1x128,16x1x128,__myl_MulMinMaxRouCas_0x7c03f425cd0cc19febc97cb69c1f2cdb
296,__myl_FcCasAdd_myl0_296,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x1024;1x1x2048;1x2048x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
297,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_297,kgen,inputs=Half;Half;Half;Half|outputs=Int8;Half,1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xcf81b38212e8f296e353aae060904a23
298,/up_proj_11/MatMul_myl0_298,gemm,inputs=Half;Half;Float;Float|outputs=Half,1x1x1024;1x1024x3072;1;1,1x1x3072,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16
299,__myl_FcCasNegExpAddDivMulMul_myl0_299,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x3072;1x1x1024;1x1024x3072,1x1x3072,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
300,__myl_FcAdd_myl0_300,fusion,inputs=Half;Half;Half|outputs=Half,1x1x1024;1x1x3072;1x3072x1024,1x1x1024,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
301,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_301,kgen,inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5
302,__mye677020_myl0_302,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
303,__mye677022_myl0_303,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
304,__myl_FcCas_myl0_304,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
305,__myl_ResConResRep_myl0_305,kgen,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x8x2x-1x128,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1
306,__mye677030_myl0_306,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
307,__mye677024_myl0_307,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
308,__myl_FcCas_myl0_308,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
309,__myl_ResMulMea_myl0_309,kgen,inputs=Half|outputs=Half;Half,1x1x1024,1x1x8x1;1x1x8x128,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a
310,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_310,kgen,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1x128;1x1x1x128;1x1x1x128;1x1x8x128;1x1x8x1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x16x128x-1,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f
311,__mye677026_myl0_311,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
312,__myl_FcCas_myl0_312,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x2048,1x1x2048,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
313,__myl_ResMulMea_myl0_313,kgen,inputs=Half|outputs=Half;Half,1x1x2048,1x1x16x1;1x1x16x128,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656
314,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_314,kgen,inputs=Half;Half;Half;Half;Half|outputs=Half,1x1x1x128;1x1x1x128;1x1x1x128;1x1x16x128;1x1x16x1,1x16x1x128,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
315,__mye677028_myl0_315,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
316,/MatMul_24_myl0_316,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x128;16x128x-1;1;1,16x1x-1,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
317,__myl_MulMaxSubExpSumDivMul_myl0_317,kgen,inputs=Half;Int64;Int64|outputs=Half,1x16x1x-1;1;1,1x16x1x-1,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
318,__mye677032_myl0_318,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
319,/MatMul_25_myl0_319,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x-1;16x-1x128;1;1,16x1x128,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
320,__myl_MulMinMaxRouCas_myl0_320,kgen,inputs=Half|outputs=Int8,16x1x128,16x1x128,__myl_MulMinMaxRouCas_0x1fb837ee240f07d62ca7b72c8a105b6f
321,__myl_FcCasAdd_myl0_321,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x1024;1x1x2048;1x2048x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
322,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_322,kgen,inputs=Half;Half;Half;Half|outputs=Int8;Half,1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xcf81b38212e8f296e353aae060904a23
323,/up_proj_12/MatMul_myl0_323,gemm,inputs=Half;Half;Float;Float|outputs=Half,1x1x1024;1x1024x3072;1;1,1x1x3072,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16
324,__myl_FcCasNegExpAddDivMulMul_myl0_324,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x3072;1x1x1024;1x1024x3072,1x1x3072,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
325,__myl_FcAdd_myl0_325,fusion,inputs=Half;Half;Half|outputs=Half,1x1x1024;1x1x3072;1x3072x1024,1x1x1024,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
326,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_326,kgen,inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5
327,__mye677034_myl0_327,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
328,__mye677036_myl0_328,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
329,__myl_FcCas_myl0_329,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
330,__myl_ResConResRep_myl0_330,kgen,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x8x2x-1x128,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1
331,__mye677044_myl0_331,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
332,__mye677038_myl0_332,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
333,__myl_FcCas_myl0_333,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
334,__myl_ResMulMea_myl0_334,kgen,inputs=Half|outputs=Half;Half,1x1x1024,1x1x8x1;1x1x8x128,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a
335,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_335,kgen,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1x128;1x1x1x128;1x1x1x128;1x1x8x128;1x1x8x1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x16x128x-1,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f
336,__mye677040_myl0_336,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
