nvtx_range,source_node_name,kernel_name,kern_instances,total_time_ns,onnx_op_type,operator,trt_layer_id,trt_layer_name,trt_layer_type,tactic,confidence,evidence
myelin-exec:/up_proj_22/MatMul,/up_proj_22/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,669568.0,MatMul,up_proj,572,/up_proj_22/MatMul_myl0_572,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_23/MatMul,/up_proj_23/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,776032.0,MatMul,up_proj,597,/up_proj_23/MatMul_myl0_597,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_23/MatMul,/up_proj_23/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,666784.0,MatMul,up_proj,597,/up_proj_23/MatMul_myl0_597,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_24/MatMul,/up_proj_24/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,788064.0,MatMul,up_proj,622,/up_proj_24/MatMul_myl0_622,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_24/MatMul,/up_proj_24/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,671072.0,MatMul,up_proj,622,/up_proj_24/MatMul_myl0_622,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_25/MatMul,/up_proj_25/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,779456.0,MatMul,up_proj,647,/up_proj_25/MatMul_myl0_647,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_25/MatMul,/up_proj_25/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,664256.0,MatMul,up_proj,647,/up_proj_25/MatMul_myl0_647,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_26/MatMul,/up_proj_26/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,786304.0,MatMul,up_proj,672,/up_proj_26/MatMul_myl0_672,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_26/MatMul,/up_proj_26/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,658784.0,MatMul,up_proj,672,/up_proj_26/MatMul_myl0_672,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_27/MatMul,/up_proj_27/MatMul,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,771712.0,MatMul,up_proj,696,/up_proj_27/MatMul_myl0_696,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_27/MatMul,/up_proj_27/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,648768.0,MatMul,up_proj,696,/up_proj_27/MatMul_myl0_696,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_3/MatMul,/up_proj_3/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,659968.0,MatMul,up_proj,99,/up_proj_3/MatMul_myl0_99,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_3/MatMul,/up_proj_3/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,581440.0,MatMul,up_proj,99,/up_proj_3/MatMul_myl0_99,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_4/MatMul,/up_proj_4/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,671072.0,MatMul,up_proj,124,/up_proj_4/MatMul_myl0_124,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_4/MatMul,/up_proj_4/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,577472.0,MatMul,up_proj,124,/up_proj_4/MatMul_myl0_124,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_5/MatMul,/up_proj_5/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,633568.0,MatMul,up_proj,149,/up_proj_5/MatMul_myl0_149,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_5/MatMul,/up_proj_5/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,577440.0,MatMul,up_proj,149,/up_proj_5/MatMul_myl0_149,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_6/MatMul,/up_proj_6/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,600416.0,MatMul,up_proj,174,/up_proj_6/MatMul_myl0_174,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_6/MatMul,/up_proj_6/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,575008.0,MatMul,up_proj,174,/up_proj_6/MatMul_myl0_174,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_7/MatMul,/up_proj_7/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,670624.0,MatMul,up_proj,199,/up_proj_7/MatMul_myl0_199,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_7/MatMul,/up_proj_7/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,587328.0,MatMul,up_proj,199,/up_proj_7/MatMul_myl0_199,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_8/MatMul,/up_proj_8/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,672320.0,MatMul,up_proj,223,/up_proj_8/MatMul_myl0_223,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_8/MatMul,/up_proj_8/MatMul,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,584704.0,MatMul,up_proj,223,/up_proj_8/MatMul_myl0_223,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_9/MatMul,/up_proj_9/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,691872.0,MatMul,up_proj,248,/up_proj_9/MatMul_myl0_248,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_9/MatMul,/up_proj_9/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,665504.0,MatMul,up_proj,248,/up_proj_9/MatMul_myl0_248,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/v_proj_2/MatMul+/k_proj_2/MatMul+/q_proj_2/MatMul,/v_proj_2/MatMul,trt_ampere_h16816gemm_256x64_ldg8_tn_v1,3,746304.0,MatMul,v_proj,55,/v_proj_2/MatMul+/k_proj_2/MatMul+/q_proj_2/MatMul_myl0_55,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/v_proj_2/MatMul+/k_proj_2/MatMul+/q_proj_2/MatMul,/k_proj_2/MatMul,trt_ampere_h16816gemm_256x64_ldg8_tn_v1,3,746304.0,MatMul,k_proj,55,/v_proj_2/MatMul+/k_proj_2/MatMul+/q_proj_2/MatMul_myl0_55,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/v_proj_2/MatMul+/k_proj_2/MatMul+/q_proj_2/MatMul,/q_proj_2/MatMul,trt_ampere_h16816gemm_256x64_ldg8_tn_v1,3,746304.0,MatMul,q_proj,55,/v_proj_2/MatMul+/k_proj_2/MatMul+/q_proj_2/MatMul_myl0_55,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/v_proj_2/MatMul+/k_proj_2/MatMul+/q_proj_2/MatMul,/v_proj_2/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,734656.0,MatMul,v_proj,55,/v_proj_2/MatMul+/k_proj_2/MatMul+/q_proj_2/MatMul_myl0_55,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/v_proj_2/MatMul+/k_proj_2/MatMul+/q_proj_2/MatMul,/k_proj_2/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,734656.0,MatMul,k_proj,55,/v_proj_2/MatMul+/k_proj_2/MatMul+/q_proj_2/MatMul_myl0_55,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/v_proj_2/MatMul+/k_proj_2/MatMul+/q_proj_2/MatMul,/q_proj_2/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,734656.0,MatMul,q_proj,55,/v_proj_2/MatMul+/k_proj_2/MatMul+/q_proj_2/MatMul_myl0_55,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
